====== average C-index scores =======
ACC, 0.0
BLCA, 0.5756440165776338
BRCA, 0.5635342976280737
CESC, 0.5835191702861815
CHOL, 0.0
COAD, 0.5383204942105235
DLBC, 0.0
ESCA, 0.5098589817337071
GBM, 0.0
HNSC, 0.5421715984607921
KICH, 0.0
KIRC, 0.5793103453089217
KIRP, 0.5172351094319587
LAML, 0.0
LGG, 0.6364029178116833
LIHC, 0.5523949062525564
LUAD, 0.527514844757403
LUSC, 0.542890572489874
MESO, 0.0
OV, 0.5372079175483565
PAAD, 0.551302178152137
PCPG, 0.0
PRAD, 0.5542414084649051
READ, 0.5984968687372116
SARC, 0.0
SKCM, 0.5315454954903263
STAD, 0.5572091122512003
TGCT, 0.3659921161913194
THCA, 0.8783878398600565
THYM, 0.5523137589621032
UCEC, 0.5640756758816045
UCS, 0.0
UVM, 0.6000181054035264
