====== average C-index scores =======
ACC, 0.5893059989369284
BLCA, 0.5577953155698303
BRCA, 0.568805400670928
CESC, 0.5985514266915869
CHOL, 0.0
COAD, 0.5674871293203231
DLBC, 0.0
ESCA, 0.563994477392201
GBM, 0.4394403504757851
HNSC, 0.5297805284302706
KICH, 0.0
KIRC, 0.5807268135294609
KIRP, 0.5649922027974492
LAML, 0.0
LGG, 0.627949086559666
LIHC, 0.5696617362558885
LUAD, 0.5415103668537873
LUSC, 0.5549712538216596
MESO, 0.0
OV, 0.533807488381909
PAAD, 0.5532251745964606
PCPG, 0.0
PRAD, 0.523753357883706
READ, 0.6227342430418789
SARC, 0.0
SKCM, 0.5303413222256332
STAD, 0.5378818520939441
TGCT, 0.4241677912646214
THCA, 0.8848018503961252
THYM, 0.6117258138958259
UCEC, 0.5903997209484716
UCS, 0.0
UVM, 0.6182487397311528
