====== average C-index scores =======
ACC, 0.0
BLCA, 0.5674146802203208
BRCA, 0.5630527052151042
CESC, 0.5864614971558658
CHOL, 0.0
COAD, 0.5476089872640535
DLBC, 0.0
ESCA, 0.5427524417860805
GBM, 0.0
HNSC, 0.5453620949013176
KICH, 0.0
KIRC, 0.6019834637388117
KIRP, 0.551165598966119
LAML, 0.0
LGG, 0.6451187467534231
LIHC, 0.5467457219716572
LUAD, 0.5434736788142944
LUSC, 0.5370260986607207
MESO, 0.0
OV, 0.5384093934889737
PAAD, 0.5411686787738483
PCPG, 0.0
PRAD, 0.4908465608465609
READ, 0.5741296140264437
SARC, 0.0
SKCM, 0.5426188116887135
STAD, 0.5653598104362534
TGCT, 0.33546027530091277
THCA, 0.8921369068059232
THYM, 0.6426826264716023
UCEC, 0.5838792100209858
UCS, 0.0
UVM, 0.6014338212296075
